Equipo,Competición,Temporada,Partidos,%Posesion de balon,%Posesion en campo rival,Tiros,Tiros al arco,Goles,Goles esperados,Pases totales,Centros,Pases bajo presion,%Pases exitosos totales,%Pases exitosos bajo presion,%Pases exitosos sin presion,Offsides,Recuperaciones de balon,tiempo_presion,tiempo_presion_ofensiva,tiempo_presion_defensiva,bloqueos,despejes,duelos_ganados,faltas_cometidas,#se_llevan_a_un_defensa,intercepciones
Netherlands,UEFA Euro,2024,6,52.05338071056867,23.459116817142235,12.666666666666666,3.8333333333333335,1.3333333333333333,1.096075991,515.3333333333334,11.0,55.666666666666664,86.64,72.75,88.32,0.5,32.166666666666664,95.30790433333334,39.44923166666666,55.85867266666667,15.166666666666666,15.666666666666666,6.0,12.333333333333334,3.8333333333333335,5.166666666666667
Spain,UEFA Euro,2024,7,59.632114160439784,30.03278148620583,16.428571428571427,5.714285714285714,1.7142857142857142,1.3606411930285718,614.8571428571429,12.428571428571429,87.71428571428571,88.48,79.64,89.95,0.42857142857142855,41.857142857142854,132.221201,80.29486071428572,51.92634028571429,19.0,16.285714285714285,5.142857142857143,14.714285714285714,7.142857142857143,4.0
Portugal,UEFA Euro,2024,5,67.48538747138531,34.66246891315779,18.2,6.6,1.8,2.84776325454,769.6,20.0,80.6,88.38,76.67,89.75,0.2,51.6,106.28998759999999,56.41326780000001,49.876719800000004,20.6,17.2,7.4,8.8,8.2,4.0
Denmark,UEFA Euro,2024,4,51.23335439399591,22.240022006111346,12.5,4.0,0.5,0.934191637,584.75,12.0,76.25,85.21,73.77,86.92,0.5,37.5,109.12740124999999,59.89201875,49.2353825,13.75,14.75,5.0,13.75,5.5,3.75
England,UEFA Euro,2024,7,56.79011594547278,25.780906482649982,11.285714285714286,4.142857142857143,1.7142857142857142,1.4936748825714283,642.2857142857143,12.428571428571429,81.85714285714286,87.61,77.66,89.06,0.14285714285714285,39.285714285714285,91.43602357142858,44.48576528571429,46.95025828571428,18.571428571428573,14.0,5.142857142857143,10.142857142857142,3.5714285714285716,3.142857142857143
Ukraine,UEFA Euro,2024,3,51.04937490512799,19.765297639492434,13.0,4.0,0.6666666666666666,0.8882817582666668,492.3333333333333,9.0,46.666666666666664,85.38,70.71,86.91,0.3333333333333333,33.0,116.59473266666667,50.29276633333333,66.30196633333334,17.333333333333332,14.0,7.333333333333333,12.0,11.333333333333334,3.6666666666666665
Czech Republic,UEFA Euro,2024,3,39.664410534177875,18.421261632405997,12.666666666666666,5.666666666666667,1.0,1.4103585337000002,366.0,17.333333333333332,63.0,75.32,60.85,78.33,0.0,41.333333333333336,118.96682133333333,50.44970166666667,68.51711966666667,20.666666666666668,20.0,6.666666666666667,15.666666666666666,10.0,5.333333333333333
Austria,UEFA Euro,2024,4,54.333989591756165,25.743550450286918,11.75,5.0,1.25,1.48311306275,513.25,14.5,89.25,82.12,71.15,84.43,0.0,45.25,144.57000399999998,73.42071250000001,71.1492915,25.5,13.25,7.0,17.0,9.75,5.25
Romania,UEFA Euro,2024,4,40.09451587609126,15.204282127977683,9.25,4.0,1.0,0.93305579425,333.0,7.5,40.0,74.55,59.38,76.62,0.5,35.5,115.0351195,41.412457749999994,73.62266174999999,17.75,23.75,5.0,12.25,7.25,6.0
France,UEFA Euro,2024,6,49.383286693303205,25.5464110424829,15.5,4.833333333333333,1.1666666666666667,1.8110106093500002,572.6666666666666,16.333333333333332,79.0,88.24,76.16,90.18,0.5,33.0,117.71654666666667,57.841161,59.875385666666666,18.833333333333332,17.0,7.5,12.5,4.666666666666667,4.166666666666667
Albania,UEFA Euro,2024,3,35.15101879830455,12.088435211517282,10.0,4.0,1.0,0.6930946563333334,388.0,6.666666666666667,49.0,82.04,68.71,83.97,1.3333333333333333,31.666666666666668,138.73036,47.166382,91.563978,22.666666666666668,18.666666666666668,5.333333333333333,10.333333333333334,9.666666666666666,8.333333333333334
Germany,UEFA Euro,2024,5,62.16862376524664,33.267715731366444,18.8,6.6,1.8,1.7445954537999995,675.0,15.2,94.0,89.07,81.28,90.33,0.2,40.2,118.4959738,59.7735962,58.7223776,16.0,13.6,4.8,14.4,7.0,3.6
Switzerland,UEFA Euro,2024,5,47.248351788588295,20.75893252386406,12.0,5.0,2.0,1.6778958352,504.0,9.0,74.4,85.36,76.08,86.96,0.0,35.2,122.3500372,57.8145944,64.5354428,21.6,21.2,6.6,13.2,6.6,5.0
Scotland,UEFA Euro,2024,3,45.46304708210664,14.795665387307002,4.666666666666667,1.0,0.0,0.2798133836666667,405.3333333333333,9.0,99.66666666666667,79.11,66.56,83.21,0.0,30.0,87.65776466666665,45.505302,42.152462666666665,18.0,21.333333333333332,4.333333333333333,13.0,6.666666666666667,2.0
Croatia,UEFA Euro,2024,3,57.01384871902981,28.05393277866954,14.0,4.666666666666667,0.6666666666666666,1.9080264906666669,592.0,15.0,87.0,87.56,75.1,89.7,1.0,38.333333333333336,140.77405833333333,76.30212066666665,64.47193766666668,24.0,13.666666666666666,4.666666666666667,17.333333333333332,5.333333333333333,7.333333333333333
Belgium,UEFA Euro,2024,4,54.396923681981356,22.40452756420707,12.5,4.75,0.5,1.0501878550000001,546.75,8.75,87.25,85.92,76.5,87.7,0.25,37.0,74.76252925,36.73654675,38.0259825,19.75,14.0,5.5,11.75,3.75,2.5
Italy,UEFA Euro,2024,4,51.98993570656218,26.518772940609203,10.25,2.75,0.75,0.7717355280000001,622.0,11.0,71.0,87.3,77.11,88.61,0.25,36.75,110.08906875,50.31988725,59.7691815,16.0,12.25,3.0,12.5,7.25,3.75
Poland,UEFA Euro,2024,3,39.68671961495247,14.058039116953813,11.0,3.6666666666666665,1.0,1.0121179059999998,393.6666666666667,10.0,57.333333333333336,81.29,74.42,82.46,0.0,35.333333333333336,141.58144466666667,46.48273766666667,95.09870699999999,26.333333333333332,23.333333333333332,4.666666666666667,15.0,12.0,5.666666666666667
Slovakia,UEFA Euro,2024,4,44.66854895406077,15.787241764895526,11.25,3.75,1.0,0.8755331044749999,495.0,10.0,52.5,81.67,66.67,83.45,0.25,39.0,98.32925850000001,44.59289425,53.73636425,17.75,20.0,4.5,13.25,9.25,6.0
Georgia,UEFA Euro,2024,4,33.957138830605146,10.902412000271259,7.25,2.0,1.0,1.04151565675,353.5,7.75,42.5,79.77,70.59,81.03,0.5,35.0,90.04496624999999,20.52342825,69.52153799999999,24.5,27.75,8.75,10.5,8.25,3.75
Turkey,UEFA Euro,2024,5,47.65114749588458,22.167257858846483,13.4,4.6,1.6,1.066659964,485.8,10.8,66.4,84.15,74.4,85.69,0.2,39.8,93.9954906,38.012673,55.9828176,19.6,21.0,6.8,10.6,8.4,4.6
Slovenia,UEFA Euro,2024,4,31.96061549671067,12.602290220887317,9.0,3.25,0.25,1.302799314825,340.0,9.75,55.0,72.94,62.27,75.0,0.0,37.75,160.951736,48.9551745,111.99656150000001,25.0,28.0,10.25,14.5,7.0,5.5
Serbia,UEFA Euro,2024,3,51.528312417986356,20.922486283937708,8.333333333333334,2.0,0.3333333333333333,0.6566600256666667,554.6666666666666,13.0,64.0,84.01,68.75,86.01,0.0,37.666666666666664,100.93954900000001,50.09841533333334,50.84113366666666,16.0,18.333333333333332,5.0,14.666666666666666,6.333333333333333,2.3333333333333335
Hungary,UEFA Euro,2024,3,38.19573961711817,12.767795780679942,9.333333333333334,3.3333333333333335,0.6666666666666666,1.0676173776666669,402.3333333333333,10.0,72.66666666666667,77.88,69.27,79.78,0.0,32.0,127.72297966666666,43.199380999999995,84.52359866666666,20.333333333333332,25.333333333333332,5.333333333333333,14.333333333333334,6.333333333333333,4.333333333333333
Australia Women's,Women's World Cup,2023,7,50.433646460480745,19.260182618137407,14.857142857142858,5.714285714285714,2.4285714285714284,2.6266592208142856,440.85714285714283,11.285714285714286,75.85714285714286,71.61,68.17,72.33,0.5714285714285714,61.714285714285715,112.53228257142857,49.74523785714286,62.78704471428572,22.428571428571427,29.142857142857142,8.714285714285714,8.571428571428571,8.714285714285714,4.428571428571429
Spain Women's,Women's World Cup,2023,7,70.0898990888487,36.216024297327486,20.714285714285715,7.428571428571429,2.142857142857143,2.344269625314286,704.5714285714286,21.0,132.71428571428572,83.62,77.18,85.11,0.14285714285714285,72.28571428571429,155.666935,82.43590142857143,73.23103357142857,22.0,20.0,8.0,10.285714285714286,5.714285714285714,5.714285714285714
Sweden Women's,Women's World Cup,2023,7,50.21393776208078,22.918362407882146,12.285714285714286,5.142857142857143,2.5714285714285716,2.395006169642857,486.57142857142856,9.857142857142858,91.57142857142857,75.31,65.21,77.65,0.42857142857142855,59.42857142857143,177.89667485714284,89.79675657142856,88.09991828571427,23.571428571428573,24.428571428571427,9.571428571428571,15.285714285714286,8.142857142857142,5.285714285714286
Brazil Women's,Women's World Cup,2023,3,64.64680828504696,34.13169245698993,18.666666666666668,6.666666666666667,1.6666666666666667,1.8286324677333334,568.6666666666666,15.333333333333334,101.66666666666667,77.9,68.85,79.87,0.3333333333333333,68.33333333333333,132.565621,60.186741000000005,72.37888,24.0,21.0,9.333333333333334,7.333333333333333,7.0,5.333333333333333
Netherlands Women's,Women's World Cup,2023,5,59.233675724747386,28.86565256670125,15.2,6.4,2.4,1.6331818323600005,582.0,10.6,126.4,79.38,75.79,80.38,0.0,61.6,206.6134454,83.5305978,123.08284760000001,27.0,29.6,11.4,13.8,13.4,6.4
Japan Women's,Women's World Cup,2023,5,48.662197426524244,21.63477633089694,15.4,6.4,2.4,1.9560819460799999,542.2,13.0,106.6,79.93,73.17,81.59,0.2,51.0,128.50551839999997,52.2052716,76.3002468,20.0,19.0,8.6,6.4,6.8,5.0
Nigeria Women's,Women's World Cup,2023,4,40.66541710921863,15.896648802140856,12.75,3.75,1.25,1.692304968675,356.5,11.75,72.5,69.14,60.0,71.48,0.5,56.25,189.481493,68.92685825,120.55463475,26.5,23.0,12.25,12.75,9.25,9.25
Colombia Women's,Women's World Cup,2023,5,48.39114783729422,20.10813327178817,12.2,4.2,1.2,0.80298221104,390.8,8.0,91.0,71.44,68.35,72.38,0.0,69.6,173.3811312,62.67626700000001,110.7048642,26.4,27.6,13.8,11.0,13.0,4.8
England Women's,Women's World Cup,2023,7,60.75024667808123,26.324495744521315,13.571428571428571,6.571428571428571,2.4285714285714284,1.8892702957714285,601.5714285714286,12.857142857142858,98.71428571428571,83.0,74.38,84.69,0.14285714285714285,54.857142857142854,180.42219042857144,95.126583,85.29560742857143,22.285714285714285,27.142857142857142,9.142857142857142,12.142857142857142,8.285714285714286,4.0
United States Women's,Women's World Cup,2023,4,54.76283097027254,27.06265414513143,21.5,7.5,1.75,3.3251396893250003,483.0,16.0,81.5,72.72,61.96,74.91,0.25,76.0,166.369525,85.43571675000001,80.93380825,24.25,27.0,8.25,13.5,7.5,5.0
France Women's,Women's World Cup,2023,5,66.09600529237959,28.367416140203222,19.6,7.8,3.4,3.3932366025199996,556.0,21.0,87.8,76.73,70.62,77.87,1.0,70.8,140.36890359999998,67.32094420000001,73.0479594,24.6,21.8,10.8,14.2,8.4,7.4
Portugal Women's,Women's World Cup,2023,3,58.036459377266084,25.828638832487883,11.333333333333334,4.0,0.6666666666666666,1.3685707818333332,469.0,9.0,94.0,75.2,68.09,76.98,0.0,56.666666666666664,175.18420466666666,88.47118633333332,86.71301833333332,24.666666666666668,14.0,12.666666666666666,13.666666666666666,8.0,7.0
Switzerland Women's,Women's World Cup,2023,4,50.682442210148665,19.30748557128999,7.25,2.5,0.5,1.0597585914999998,537.25,9.25,90.75,80.22,66.67,82.98,0.5,53.25,141.1731265,45.44274725,95.73037925,23.5,24.5,10.0,11.5,6.0,7.0
Costa Rica Women's,Women's World Cup,2023,3,38.853805182850635,12.408799062668052,6.0,1.6666666666666667,0.3333333333333333,0.8061398123333334,351.3333333333333,5.666666666666667,36.0,71.63,63.89,72.52,0.3333333333333333,47.666666666666664,175.78685233333331,69.12447166666668,106.66238066666665,28.333333333333332,40.333333333333336,7.0,13.0,15.333333333333334,6.333333333333333
Argentina Women's,Women's World Cup,2023,3,48.113516758432404,20.571687213841766,8.0,2.3333333333333335,0.6666666666666666,0.3882612228333333,425.3333333333333,7.333333333333333,94.66666666666667,73.9,73.94,73.89,0.0,49.333333333333336,146.99709299999998,54.18157666666667,92.81551633333333,22.333333333333332,23.333333333333332,10.333333333333334,12.333333333333334,13.333333333333334,5.333333333333333
China PR Women's,Women's World Cup,2023,3,37.855281950017925,15.194694948056103,7.0,2.6666666666666665,0.6666666666666666,0.8212808659999999,388.3333333333333,9.666666666666666,50.666666666666664,72.62,63.16,74.04,0.3333333333333333,58.0,157.12764733333333,59.92114899999999,97.20649833333334,24.0,39.333333333333336,9.333333333333334,8.333333333333334,8.333333333333334,5.0
Canada Women's,Women's World Cup,2023,3,63.54305841691574,27.68195241175076,13.666666666666666,4.0,0.3333333333333333,1.253872809,543.6666666666666,12.333333333333334,78.33333333333333,77.07,70.21,78.22,0.3333333333333333,61.0,154.50644766666667,81.429785,73.07666266666666,25.333333333333332,21.333333333333332,9.0,5.666666666666667,7.333333333333333,6.333333333333333
Philippines Women's,Women's World Cup,2023,3,28.497935152975067,8.985387292113696,3.3333333333333335,0.6666666666666666,0.3333333333333333,0.19252027233333335,287.3333333333333,3.6666666666666665,43.666666666666664,57.42,54.96,57.87,0.3333333333333333,46.0,169.80414233333332,73.65057499999999,96.15356733333333,23.0,34.333333333333336,7.333333333333333,7.666666666666667,8.333333333333334,6.0
New Zealand Women's,Women's World Cup,2023,3,57.70643836610524,23.03487426575185,12.0,4.0,0.3333333333333333,1.1044218684333333,514.3333333333334,13.666666666666666,104.66666666666667,71.16,58.92,74.29,1.0,69.0,137.87295866666668,62.96269566666666,74.910263,25.0,20.333333333333332,9.333333333333334,7.666666666666667,5.666666666666667,4.0
Morocco Women's,Women's World Cup,2023,4,29.696130369647545,11.057346878466081,6.75,2.75,0.5,0.7575336533,298.25,5.75,64.75,61.36,55.98,62.85,0.5,56.5,224.61278725,82.27692925,142.335858,26.0,23.5,16.25,13.5,13.25,8.75
Korea Republic Women's,Women's World Cup,2023,3,44.98222752113092,19.09280750227518,8.0,1.6666666666666667,0.3333333333333333,0.8041555020000001,361.3333333333333,9.666666666666666,89.0,66.88,59.55,69.28,0.3333333333333333,54.333333333333336,179.26672399999998,83.28368166666667,95.98304233333334,23.666666666666668,20.666666666666668,15.333333333333334,12.0,11.0,7.666666666666667
Jamaica Women's,Women's World Cup,2023,4,36.95927765549316,14.224081078422302,8.75,2.25,0.25,0.51595690755,313.25,5.0,46.0,62.41,61.96,62.49,0.75,51.5,193.05994049999998,71.67643575,121.38350475,25.0,34.0,11.5,11.25,9.25,7.5
South Africa Women's,Women's World Cup,2023,4,33.893933488686535,13.200711955472585,12.25,5.0,1.25,1.2369549076250002,315.25,6.0,44.75,60.98,59.22,61.28,0.25,65.0,281.929894,99.1180305,182.81186350000002,23.75,29.5,14.0,11.75,8.75,6.75
Panama Women's,Women's World Cup,2023,3,33.14955584302345,10.96961091845937,8.333333333333334,2.6666666666666665,1.0,0.6991517259000001,290.3333333333333,6.0,52.666666666666664,63.26,51.9,65.78,0.0,61.333333333333336,177.03011700000002,52.84120300000001,124.18891400000001,27.0,29.666666666666668,9.666666666666666,11.0,19.0,4.333333333333333
Vietnam Women's,Women's World Cup,2023,3,26.22641181642404,7.233673409722985,3.0,0.6666666666666666,0.0,0.12898993,297.0,2.6666666666666665,50.666666666666664,58.81,52.63,60.08,0.3333333333333333,39.666666666666664,214.167923,35.10069566666667,179.06722733333334,26.666666666666668,29.333333333333332,7.333333333333333,11.333333333333334,17.0,4.0
Haiti Women's,Women's World Cup,2023,3,38.70304401263338,13.977509189192904,6.666666666666667,1.6666666666666667,0.0,0.5220266918333334,332.6666666666667,8.666666666666666,47.333333333333336,63.13,58.45,63.9,0.6666666666666666,63.0,132.63363866666666,39.20052466666667,93.433114,18.666666666666668,21.0,13.333333333333334,6.333333333333333,7.666666666666667,7.666666666666667
Republic of Ireland Women's,Women's World Cup,2023,3,44.26270216180214,16.353516109562122,8.333333333333334,2.6666666666666665,0.3333333333333333,0.6547455236666667,408.3333333333333,10.0,73.0,72.16,61.19,74.55,0.0,52.666666666666664,184.563384,69.25076033333333,115.31262366666668,17.333333333333332,13.666666666666666,11.333333333333334,10.333333333333334,15.666666666666666,6.0
Norway Women's,Women's World Cup,2023,4,52.823133298946615,19.3818265102877,15.75,5.75,1.5,1.5140489934999999,511.75,17.0,84.5,77.67,65.09,80.16,0.5,53.0,147.125509,59.8277995,87.2977095,20.75,30.0,6.5,11.0,4.25,5.5
Germany Women's,Women's World Cup,2023,3,72.16993728101475,26.57293567618701,13.333333333333334,4.666666666666667,2.0,1.5758305433333335,657.6666666666666,12.0,105.66666666666667,82.46,71.92,84.48,0.6666666666666666,56.666666666666664,135.29476233333332,71.22473433333334,64.070028,18.0,19.666666666666668,12.0,11.0,10.0,4.333333333333333
Italy Women's,Women's World Cup,2023,3,57.45242077323596,22.053784812274827,12.666666666666666,4.666666666666667,1.0,1.3833908575,483.0,9.666666666666666,102.0,77.5,72.55,78.83,0.3333333333333333,61.0,179.26913,81.56958266666668,97.69954733333334,27.0,18.0,9.666666666666666,10.0,11.0,8.666666666666666
Denmark Women's,Women's World Cup,2023,4,50.78930068923922,19.493922777500742,9.25,3.25,0.75,0.9043216890000001,472.75,11.25,59.5,73.14,59.66,75.08,0.25,55.5,168.602788,85.63437875,82.96840925000001,27.25,26.75,10.5,11.5,11.25,2.75
Zambia Women's,Women's World Cup,2023,3,35.09146800023474,12.248293500508659,8.0,3.3333333333333335,1.0,0.7678309673333333,350.6666666666667,7.333333333333333,68.33333333333333,64.07,57.07,65.76,0.0,66.66666666666667,203.30961133333335,65.50825166666665,137.80135966666668,22.333333333333332,23.333333333333332,10.666666666666666,12.666666666666666,14.666666666666666,8.0
Juventus,Serie A,1986/1987,1,54.95829363739901,22.517260783072,13.0,4.0,1.0,1.311008484,411.0,18.0,62.0,75.67,69.35,76.79,0.0,40.0,91.99794399999999,43.371335,48.62660900000001,12.0,24.0,10.0,28.0,23.0,8.0
Napoli,Serie A,1986/1987,1,45.041706362601005,19.32662466525344,19.0,9.0,3.0,1.8068281846999998,327.0,8.0,27.0,74.01,59.26,75.33,0.0,60.0,119.36991599999999,36.155882,83.214034,23.0,27.0,12.0,26.0,9.0,10.0
New York Red Bulls,Major League Soccer,2023,1,54.08859009455576,29.643860861936137,12.0,4.0,0.0,1.026642965,483.0,12.0,93.0,80.75,77.42,81.54,3.0,50.0,160.24883500000004,78.65479300000001,81.594042,18.0,12.0,6.0,8.0,7.0,4.0
LAFC,Major League Soccer,2023,1,51.75780230868919,26.055062433579533,20.0,6.0,1.0,1.6468028479999999,433.0,14.0,79.0,80.6,70.89,82.77,2.0,54.0,133.62843800000002,78.595208,55.033229999999996,21.0,7.0,8.0,18.0,13.0,4.0
Charlotte,Major League Soccer,2023,1,37.99554457242118,16.372685853338478,10.0,4.0,1.0,0.921662459,404.0,9.0,91.0,75.5,76.92,75.08,2.0,45.0,112.792493,58.165628,54.626864999999995,23.0,22.0,3.0,14.0,8.0,7.0
Inter Miami,Major League Soccer,2023,6,59.05631009069227,27.175201023858214,10.833333333333334,4.166666666666667,1.3333333333333333,1.0830852641666666,603.5,8.666666666666666,86.83333333333333,86.16,76.01,87.87,1.1666666666666667,44.333333333333336,115.06211583333334,54.475591333333334,60.586524499999996,16.5,14.0,7.0,14.333333333333334,10.666666666666666,6.166666666666667
Nashville SC,Major League Soccer,2023,1,27.972582985380456,6.428976982330658,6.0,2.0,0.0,0.488550841,329.0,2.0,65.0,80.55,72.31,82.58,0.0,33.0,125.71121099999999,24.288655000000002,101.42255600000001,27.0,19.0,4.0,12.0,8.0,3.0
Cincinnati,Major League Soccer,2023,1,35.963579653384656,15.104972976481404,13.0,6.0,1.0,1.9973825349999998,359.0,8.0,39.0,77.99,61.54,80.0,0.0,50.0,144.390513,35.781068000000005,108.609445,16.0,19.0,7.0,16.0,14.0,7.0
Toronto FC,Major League Soccer,2023,1,41.234542907886535,14.799519691081661,8.0,4.0,0.0,0.7802010760000001,481.0,6.0,78.0,87.94,84.62,88.59,0.0,39.0,94.677931,36.08153299999999,58.596398,15.0,10.0,8.0,7.0,8.0,5.0
Barcelona,La Liga,2019/2020,33,66.20816799535544,32.2589832962309,12.757575757575758,6.03030303030303,2.0303030303030303,1.6399367519333334,741.2121212121212,8.878787878787879,100.87878787878788,89.27,83.24,90.22,0.30303030303030304,37.666666666666664,145.65184166666666,74.48730324242425,71.16453842424242,16.424242424242426,16.727272727272727,5.787878787878788,12.333333333333334,8.030303030303031,3.3636363636363638
Celta Vigo,La Liga,2019/2020,2,34.183675068607045,14.352789125150784,8.0,5.5,1.5,1.42854098925,390.0,6.5,51.0,80.64,78.43,80.97,0.0,32.5,185.75376450000002,74.36631999999999,111.38744449999999,15.0,19.5,11.0,19.0,15.0,7.5
Villarreal,La Liga,2019/2020,2,38.13116360053831,15.076020538700902,10.0,3.5,1.0,0.609451888,455.5,6.0,53.0,84.08,85.85,83.85,0.5,39.5,170.18968750000002,67.32344799999998,102.8662395,15.0,20.0,7.0,14.0,13.0,3.5
Levante UD,La Liga,2019/2020,2,33.525373026551605,13.331456333704503,9.0,3.5,1.5,1.133104565,381.0,11.5,46.5,80.31,73.12,81.32,0.0,39.5,255.47384749999998,115.614083,139.8597645,18.5,18.0,9.0,13.0,16.5,3.5
Real Sociedad,La Liga,2019/2020,2,51.307630626350544,20.910353132569284,13.5,3.0,1.0,1.6613608365,537.5,10.5,98.0,85.12,83.67,85.44,0.0,44.5,199.8628835,104.842261,95.0206225,18.5,13.5,3.5,11.5,16.0,1.5
Valencia,La Liga,2019/2020,1,27.9433776720574,8.124603779122657,6.0,5.0,1.0,1.2270370110000002,321.0,8.0,41.0,78.5,78.05,78.57,1.0,39.0,131.15707899999998,47.808733,83.34834599999999,13.0,17.0,5.0,16.0,8.0,4.0
Deportivo Alavés,La Liga,2019/2020,2,31.154106905603467,10.358388619648457,6.0,1.5,0.5,0.47589418949999995,362.5,8.0,73.5,78.76,77.55,79.07,0.5,44.0,161.73517049999998,53.42853750000001,108.30663299999998,15.5,8.0,3.5,16.5,13.5,4.0
Real Valladolid,La Liga,2019/2020,2,39.24634972715808,15.5441501792331,10.5,3.0,0.5,0.627536129,420.0,16.0,59.0,79.17,72.03,80.33,0.0,41.0,146.923881,62.396155,84.527726,28.5,11.0,8.5,15.0,19.5,7.0
