Equipo,Competición,Temporada,Partidos,%Posesion de balon,%Posesion en campo rival,Tiros,Tiros al arco,Goles,Goles esperados,Pases totales,Centros,Pases bajo presion,%Pases exitosos totales,%Pases exitosos bajo presion,%Pases exitosos sin presion,Offsides,Recuperaciones de balon,tiempo_presion,tiempo_presion_ofensiva,tiempo_presion_defensiva,bloqueos,despejes,duelos_ganados,faltas_cometidas,#se_llevan_a_un_defensa,intercepciones
Utah Royals,NWSL,2018,9,57.104189834015315,22.3422132985663,9.333333333333334,3.7777777777777777,1.1111111111111112,0.8955015772888889,495.8888888888889,9.555555555555555,103.55555555555556,74.32,73.5,74.54,0.1111111111111111,49.666666666666664,198.87466666666666,87.48866666666667,111.38600000000001,17.88888888888889,12.444444444444445,7.666666666666667,7.111111111111111,7.888888888888889,5.777777777777778
OL Reign,NWSL,2018,7,55.39290916891784,19.89029329175434,14.0,5.714285714285714,1.4285714285714286,1.7565838499000002,480.85714285714283,11.857142857142858,96.0,68.89,69.49,68.75,0.14285714285714285,61.285714285714285,152.34585714285714,67.52942857142857,84.81642857142857,22.285714285714285,14.857142857142858,7.0,11.571428571428571,11.857142857142858,5.428571428571429
Napoli,UEFA Europa League,1988/1989,3,47.0410990505663,19.765356510287123,17.666666666666668,6.333333333333333,2.3333333333333335,1.9084070278333332,417.6666666666667,15.0,54.0,74.78,62.35,76.63,0.3333333333333333,56.666666666666664,145.503367,46.86469433333334,98.63867266666666,16.333333333333332,20.666666666666668,12.333333333333334,20.0,12.666666666666666,5.666666666666667
VfB Stuttgart,UEFA Europa League,1988/1989,1,41.774340516211836,11.70456054962247,7.0,2.0,1.0,0.175482694,285.0,4.0,37.0,67.02,62.16,67.74,0.0,47.0,145.90803899999997,20.114209000000002,125.79383,21.0,68.0,9.0,29.0,13.0,5.0
Bayern Munich,UEFA Europa League,1988/1989,1,60.463866279248094,27.87082364846175,10.0,2.0,0.0,0.582500442,494.0,8.0,60.0,83.6,76.67,84.56,0.0,42.0,112.000611,37.143975,74.85663600000001,9.0,34.0,11.0,16.0,19.0,3.0
Juventus,UEFA Europa League,1988/1989,1,54.52792308970983,22.472170433801143,14.0,0.0,0.0,0.47384533600000006,622.0,14.0,87.0,79.58,66.67,81.68,1.0,75.0,236.990542,67.39161100000001,169.598931,20.0,17.0,18.0,32.0,23.0,7.0
Barcelona,La Liga,2009/2010,35,68.34227602625258,32.00039425636893,14.971428571428572,6.742857142857143,2.4,1.7847039039114285,663.5428571428571,11.085714285714285,98.97142857142858,86.41,83.75,86.88,0.5428571428571428,48.8,144.35143057142858,64.28092342857143,80.07050714285714,15.2,19.914285714285715,9.457142857142857,14.685714285714285,10.514285714285714,4.771428571428571
Sevilla,La Liga,2009/2010,2,30.962220348951814,11.389557553986148,6.0,3.0,1.0,0.6828222715,315.0,6.0,56.0,68.89,70.54,68.53,0.5,38.5,216.2641215,84.423561,131.84056049999998,15.5,20.0,6.0,24.0,12.0,6.5
Villarreal,La Liga,2009/2010,1,35.961644055534336,15.837329357575129,7.0,2.0,1.0,0.8409868739999999,412.0,6.0,79.0,73.79,75.95,73.27,0.0,50.0,189.677546,74.134268,115.54327800000002,16.0,30.0,12.0,24.0,17.0,6.0
Osasuna,La Liga,2009/2010,2,29.19294090615016,13.171954759919233,5.0,2.0,0.0,0.48541678914999997,303.0,8.5,45.5,63.53,67.03,62.91,0.5,46.0,307.86592899999994,117.10772899999999,190.7582,23.5,28.5,5.5,21.5,21.5,5.5
Getafe,La Liga,2009/2010,2,44.77642909056678,20.536527180115836,15.5,5.5,0.5,1.1065029373,475.5,11.5,49.5,81.49,81.82,81.46,0.5,46.0,223.674663,83.869849,139.80481400000002,15.5,18.0,6.0,16.5,11.5,3.5
Tenerife,La Liga,2009/2010,2,24.948036893911063,11.382035291581794,8.5,3.0,0.5,0.8733126568,273.5,5.0,50.0,69.47,69.0,69.57,0.5,41.0,320.9321535,115.1229595,205.809194,16.5,19.0,9.0,30.5,12.5,7.0
RC Deportivo La Coruña,La Liga,2009/2010,2,24.86653799367208,9.711323906175929,4.5,2.0,0.5,0.2258253316,291.5,6.0,77.0,69.64,74.03,68.07,0.5,45.0,195.54249049999999,45.25292800000001,150.2895625,18.0,29.0,8.0,13.5,16.5,2.5
Mallorca,La Liga,2009/2010,2,31.525790819494862,12.795268898354593,10.0,4.5,1.0,0.9153176272,302.0,8.0,56.5,69.37,65.49,70.26,0.0,43.5,220.20074849999997,79.839227,140.3615215,12.5,31.0,8.5,30.5,13.5,4.0
Real Madrid,La Liga,2009/2010,2,40.79553630669146,18.871408890346785,16.0,4.5,0.0,1.3532117975000002,417.0,7.5,51.0,75.78,77.45,75.55,0.5,43.0,284.9307275,118.0909945,166.83973300000002,13.5,14.0,17.0,29.5,25.5,7.0
Real Valladolid,La Liga,2009/2010,2,32.5497641880881,13.712399817183183,9.0,4.0,0.0,0.6924882124499999,322.5,3.5,48.0,72.87,61.46,74.86,0.0,42.5,169.9692465,78.89119149999999,91.078055,9.0,27.0,11.0,18.5,22.5,4.5
Sporting Gijón,La Liga,2009/2010,1,26.04021285085769,12.396392043364473,5.0,2.0,0.0,0.4199416174,293.0,5.0,58.0,67.92,50.0,72.34,0.0,42.0,408.358411,155.862398,252.49601299999998,29.0,18.0,5.0,32.0,23.0,1.0
Atlético Madrid,La Liga,2009/2010,2,37.378074916241246,19.42355116913724,12.0,4.0,2.0,1.00300074775,405.0,8.0,87.5,76.42,80.0,75.43,1.0,44.5,197.81917199999998,64.44811499999999,133.371057,15.0,17.0,10.0,23.0,13.5,4.5
Almería,La Liga,2009/2010,2,25.00858270290558,9.661058099421592,4.0,1.0,0.5,0.21053327,299.5,7.0,72.5,68.45,66.9,68.94,0.5,38.0,256.57224299999996,57.0726995,199.49954350000002,20.5,27.5,14.0,20.5,37.0,9.0
Valencia,La Liga,2009/2010,2,40.64686423409635,16.290849288873307,9.0,3.5,0.0,0.94219623525,397.5,9.5,60.0,75.72,70.83,76.59,1.0,39.5,254.6312355,109.547598,145.0836375,21.0,17.5,16.5,22.0,36.0,6.0
Málaga,La Liga,2009/2010,2,26.568551976212692,11.408857534392702,4.0,1.0,0.5,0.1828767703,275.0,9.5,65.0,66.36,66.92,66.19,1.0,43.5,254.25123699999997,71.91665599999999,182.334581,19.0,33.0,7.0,24.0,25.0,5.5
Espanyol,La Liga,2009/2010,1,30.71143269219581,11.691498821443101,9.0,4.0,0.0,0.693889077,305.0,11.0,23.0,67.87,60.87,68.44,0.0,52.0,221.23876,95.619142,125.619618,15.0,33.0,7.0,22.0,24.0,6.0
Xerez,La Liga,2009/2010,2,28.144773066388968,12.136714674651461,7.5,3.5,0.5,0.5759335268000001,268.5,8.0,29.5,66.85,61.02,67.57,1.5,53.5,209.09877350000002,79.077701,130.0210725,15.0,27.0,9.5,19.0,13.5,5.5
Athletic Club,La Liga,2009/2010,2,32.95307244015713,14.499594991108475,11.5,3.5,1.0,1.2299975714,346.0,8.0,49.0,70.23,62.24,71.55,0.5,49.0,165.80206149999998,68.8613555,96.940706,17.5,29.0,8.0,16.5,23.0,4.5
Racing Santander,La Liga,2009/2010,2,29.516793572032558,11.280613224263657,5.0,1.0,0.5,0.47691737300000003,320.5,6.0,38.0,75.82,60.53,77.88,0.5,45.5,259.49456000000004,98.31363149999999,161.1809285,18.0,18.0,6.0,15.0,15.5,3.5
Real Zaragoza,La Liga,2009/2010,2,29.305043065438312,11.611595198580806,8.5,3.5,1.5,0.9016555094500001,321.0,7.0,58.5,74.61,72.65,75.05,0.5,37.0,270.390406,86.96558800000001,183.42481800000002,11.0,14.0,7.0,28.0,26.5,6.5
Levante UD,La Liga,2007/2008,2,31.233771945586042,14.862878414878619,8.0,4.5,1.0,1.1122931215,313.5,8.5,52.5,75.92,76.19,75.86,0.0,38.5,180.9741295,64.19653000000001,116.77759950000001,11.0,19.0,7.5,14.0,20.0,3.5
Barcelona,La Liga,2007/2008,28,63.419680570252815,27.208898610692998,14.785714285714286,6.392857142857143,2.142857142857143,1.7195052550392858,604.2857142857143,10.107142857142858,58.107142857142854,85.6,79.9,86.2,0.4642857142857143,52.607142857142854,136.85912224999998,54.30171646428572,82.5574057857143,12.857142857142858,20.607142857142858,8.642857142857142,16.392857142857142,11.607142857142858,5.392857142857143
Real Murcia CF,La Liga,2007/2008,1,37.88731183016967,18.921792061439145,19.0,10.0,3.0,1.919779844,372.0,18.0,34.0,76.88,79.41,76.63,1.0,59.0,233.534924,103.94290699999999,129.59201700000003,16.0,27.0,8.0,21.0,39.0,6.0
Racing Santander,La Liga,2007/2008,2,31.166925862394763,14.306781833811726,11.5,3.0,0.0,0.59896634935,312.0,10.5,38.5,69.71,61.04,70.93,0.0,43.0,217.3565815,77.4978025,139.858779,17.5,26.5,12.0,21.5,17.0,4.0
Athletic Club,La Liga,2007/2008,2,37.467769925870556,17.06249761090141,12.5,6.0,1.0,0.8276315337500001,376.0,9.0,59.0,78.19,64.41,80.76,0.0,45.0,153.1511155,53.498721,99.65239450000001,12.0,16.5,11.5,27.0,26.0,6.5
Atlético Madrid,La Liga,2007/2008,2,40.02095844231804,18.267245030320918,8.0,3.5,1.5,0.79590449665,369.0,11.0,34.0,76.02,82.35,75.37,0.5,40.0,167.30404099999998,61.75276099999999,105.55127999999999,14.5,26.0,10.0,22.5,24.0,5.5
Getafe,La Liga,2007/2008,1,35.40996479145836,15.671889483620241,14.0,5.0,2.0,1.131863334,325.0,9.0,31.0,73.23,70.97,73.47,0.0,59.0,128.566135,59.775521999999995,68.79061300000001,18.0,20.0,13.0,22.0,30.0,3.0
Villarreal,La Liga,2007/2008,1,42.83932237124074,21.4007519250522,8.0,4.0,3.0,2.014990538,444.0,4.0,122.0,81.31,83.61,80.43,1.0,46.0,203.847769,43.361884999999994,160.485884,21.0,30.0,15.0,19.0,33.0,4.0
Espanyol,La Liga,2007/2008,2,34.5276111640643,16.217837759609203,8.5,1.5,0.5,0.40935269185,326.0,7.5,34.5,68.56,62.32,69.3,1.5,55.5,183.74018800000002,63.509721,120.230467,21.5,26.0,9.5,20.0,25.5,5.5
Real Valladolid,La Liga,2007/2008,1,39.91600398108416,19.550159581036002,14.0,8.0,1.0,1.62943402,406.0,9.0,65.0,75.12,78.46,74.49,2.0,62.0,175.978335,80.543341,95.43499399999999,15.0,49.0,7.0,22.0,23.0,4.0
Sevilla,La Liga,2007/2008,2,38.38668273159608,14.41053722677456,11.5,3.5,1.0,1.0636507687999999,367.0,15.0,69.5,75.48,74.82,75.63,0.0,42.0,210.58020700000003,70.924395,139.65581200000003,13.0,17.5,8.5,21.5,9.5,5.0
Real Zaragoza,La Liga,2007/2008,2,34.08039692322152,13.41033279769113,9.5,3.5,1.0,1.06579456335,356.0,5.5,54.0,76.83,66.67,78.64,0.5,48.5,148.4382485,54.6042565,93.833992,22.0,27.5,10.0,22.0,27.0,3.5
Recreativo Huelva,La Liga,2007/2008,2,33.35738546541563,14.695235157904426,8.0,2.5,1.0,0.8579865655,329.0,11.0,43.5,69.76,68.97,69.88,1.5,48.0,219.154455,78.638829,140.515626,18.0,35.0,13.0,23.0,28.5,6.5
Real Madrid,La Liga,2007/2008,1,51.05664178163388,25.34360704074476,20.0,11.0,4.0,2.4642116769999998,502.0,6.0,33.0,86.06,84.85,86.14,0.0,50.0,192.964044,83.75022599999998,109.21381799999999,10.0,9.0,6.0,13.0,18.0,7.0
Valencia,La Liga,2007/2008,2,38.97723972165523,17.904389677265108,8.0,2.0,0.0,0.30686743834999997,422.0,6.5,48.5,79.74,72.16,80.72,0.0,41.5,185.238777,86.53876199999999,98.70001500000001,18.5,21.5,7.5,24.0,22.5,5.0
RC Deportivo La Coruña,La Liga,2007/2008,1,30.883258417301217,14.369462280188298,9.0,5.0,1.0,0.7031120653,351.0,6.0,52.0,74.64,67.31,75.92,0.0,47.0,218.335011,46.636174999999994,171.69883599999997,29.0,28.0,14.0,27.0,23.0,4.0
Almería,La Liga,2007/2008,1,41.49484919088772,14.067094550113096,6.0,3.0,0.0,0.3669233734,367.0,11.0,22.0,79.02,63.64,80.0,0.0,48.0,195.403349,82.59799899999997,112.80535,13.0,24.0,10.0,18.0,33.0,11.0
Osasuna,La Liga,2007/2008,1,30.85523584944224,13.215864438104965,8.0,2.0,0.0,0.462141424,271.0,14.0,19.0,66.42,73.68,65.87,0.0,51.0,192.829997,69.642199,123.187798,13.0,38.0,5.0,18.0,11.0,6.0
Real Betis,La Liga,2007/2008,1,32.957802076693014,13.29534916137025,6.0,2.0,0.0,0.13721294299999998,339.0,6.0,24.0,76.99,75.0,77.14,0.0,50.0,195.634632,62.649075,132.985557,18.0,24.0,7.0,23.0,41.0,10.0
Mallorca,La Liga,2007/2008,1,44.52896394217019,20.363601990501433,19.0,7.0,2.0,0.8106405557,434.0,14.0,76.0,79.95,77.63,80.45,1.0,49.0,164.009901,51.132656999999995,112.87724399999999,19.0,9.0,12.0,12.0,34.0,4.0
Strasbourg,Ligue 1,2021/2022,1,43.640383438342894,21.725644430298622,10.0,2.0,2.0,0.749961617,485.0,17.0,76.0,84.33,78.95,85.33,0.0,41.0,155.33074,80.718678,74.612062,9.0,4.0,7.0,15.0,13.0,14.0
Clermont Foot,Ligue 1,2021/2022,1,35.68990774673215,14.371199187353023,7.0,4.0,1.0,0.9597977139999999,425.0,8.0,57.0,85.41,78.95,86.41,1.0,28.0,178.934168,84.05260100000001,94.881567,7.0,4.0,3.0,9.0,15.0,8.0
Paris Saint-Germain,Ligue 1,2021/2022,26,62.63275816167374,30.5502308013455,14.615384615384615,5.961538461538462,2.1153846153846154,2.015759644946154,699.1538461538462,8.884615384615385,80.1923076923077,90.64,83.31,91.59,0.34615384615384615,39.38461538461539,116.86513611538462,62.43747715384615,54.427658961538455,13.307692307692308,10.076923076923077,7.346153846153846,10.038461538461538,9.346153846153847,7.269230769230769
Stade de Reims,Ligue 1,2021/2022,2,32.33582866615919,14.138895113512424,9.0,4.0,0.0,0.54637069825,398.0,8.0,40.5,82.54,77.78,83.08,1.0,42.0,145.5756595,61.80297399999999,83.7726855,24.5,14.5,6.5,13.5,8.5,15.5
Lens,Ligue 1,2021/2022,2,35.44994274544187,17.434298824295954,12.5,5.0,1.0,0.9272180406499999,412.5,10.0,59.5,82.42,76.47,83.43,0.5,36.5,129.9957545,59.135901999999994,70.8598525,18.5,10.0,4.5,12.0,10.0,9.5
Montpellier,Ligue 1,2021/2022,1,32.1372183831119,11.49431301499573,10.0,3.0,0.0,0.3563691511,338.0,4.0,40.0,82.84,72.5,84.23,0.0,34.0,115.61801200000001,40.418232,75.19978,13.0,3.0,8.0,9.0,21.0,16.0
Rennes,Ligue 1,2021/2022,2,35.81232432071126,15.148172410835253,11.5,2.5,1.0,0.6710617495,373.0,12.0,54.0,82.04,75.0,83.23,0.0,33.5,171.4076435,64.1204915,107.28715199999999,21.0,14.0,7.5,11.0,17.5,11.0
Lille,Ligue 1,2021/2022,2,39.85282090629393,18.178938583209256,10.5,4.0,1.0,1.3801601395000003,431.5,8.0,53.0,86.79,79.25,87.85,0.0,32.0,134.6574955,62.3312265,72.326269,10.0,10.5,11.0,16.0,13.5,8.0
Marseille,Ligue 1,2021/2022,2,55.08236194159432,22.89450590244579,8.5,1.0,0.5,0.8472139299999999,596.0,9.5,101.5,89.26,88.18,89.48,0.0,33.5,128.722913,54.7196255,74.0032875,16.5,3.0,8.5,11.0,9.0,7.5
Lorient,Ligue 1,2021/2022,2,28.136257564524698,11.943434106359893,13.5,4.0,1.0,0.95295916975,318.5,6.5,38.0,78.65,68.42,80.04,0.0,36.5,125.68689450000001,26.5511195,99.135775,18.0,17.0,11.5,13.0,18.5,9.5
Saint-Étienne,Ligue 1,2021/2022,2,35.42673364409504,15.472053238578214,10.5,4.5,1.0,0.6980286855,350.5,7.5,53.0,81.03,73.58,82.35,0.5,41.5,156.972679,65.6822525,91.2904265,15.5,17.5,7.0,10.0,14.0,8.5
OGC Nice,Ligue 1,2021/2022,2,36.31384944124226,13.81310859086347,7.5,4.5,0.5,0.7681183050000001,423.5,9.0,59.5,83.47,79.83,84.07,0.5,31.0,160.4414675,51.526182,108.91528550000001,19.0,15.5,11.0,16.5,9.0,11.0
Nantes,Ligue 1,2021/2022,2,32.110665933954905,16.842022677221497,12.0,6.0,1.5,2.24944400675,355.5,11.5,39.5,83.12,79.75,83.54,0.0,38.0,158.1788215,62.0598435,96.118978,13.0,14.0,8.0,16.0,18.0,11.0
Lyon,Ligue 1,2021/2022,1,47.491277999492134,19.68072671746942,12.0,4.0,1.0,0.6762198605,474.0,6.0,56.0,86.71,85.71,86.84,0.0,33.0,122.95323100000002,49.309957999999995,73.64327300000001,17.0,15.0,7.0,19.0,19.0,5.0
AS Monaco,Ligue 1,2021/2022,1,46.857341752084956,20.638006543868528,13.0,4.0,0.0,0.693591255,511.0,7.0,62.0,84.93,72.58,86.64,0.0,43.0,131.40559100000002,85.02508199999998,46.380509,10.0,3.0,6.0,19.0,15.0,9.0
Bordeaux,Ligue 1,2021/2022,1,43.41877735033956,16.127493013354286,14.0,5.0,0.0,0.618937949,491.0,14.0,70.0,85.54,65.71,88.84,2.0,49.0,191.527784,75.282409,116.245375,14.0,3.0,12.0,11.0,23.0,15.0
Metz,Ligue 1,2021/2022,1,26.250679023388628,10.717030725597954,4.0,1.0,0.0,0.47759671200000003,262.0,6.0,25.0,76.72,56.0,78.9,0.0,25.0,128.215125,44.36266,83.852465,14.0,12.0,9.0,13.0,15.0,9.0
Troyes,Ligue 1,2021/2022,1,35.58578264066446,15.468287319917648,10.0,3.0,2.0,1.322600605,387.0,8.0,32.0,82.69,78.12,83.1,1.0,28.0,192.74898100000001,59.42525200000001,133.323729,12.0,5.0,10.0,19.0,10.0,14.0
Aston Villa,FA Women's Super League,2020/2021,22,38.97175486795241,14.245909218951594,6.863636363636363,2.3181818181818183,0.6363636363636364,0.6649233077454544,344.1363636363636,6.363636363636363,62.5,67.57,60.58,69.13,0.3181818181818182,55.81818181818182,190.09040913636363,74.64030350000002,115.45010563636362,23.40909090909091,31.454545454545453,12.272727272727273,10.681818181818182,13.863636363636363,12.0
Arsenal WFC,FA Women's Super League,2020/2021,22,65.61815349550409,27.138268064384288,16.227272727272727,7.2272727272727275,2.6818181818181817,2.407135650913636,628.0,13.772727272727273,81.95454545454545,83.09,76.37,84.1,0.36363636363636365,59.13636363636363,118.65996545454546,56.962473272727266,61.697492181818184,17.545454545454547,16.727272727272727,7.7272727272727275,6.909090909090909,9.0,6.5
Brighton & Hove Albion WFC,FA Women's Super League,2020/2021,22,40.98746346970877,15.018347114237496,8.863636363636363,3.5454545454545454,0.8181818181818182,0.8756331346,390.6363636363636,10.636363636363637,67.0,69.7,63.77,70.93,0.3181818181818182,52.59090909090909,165.3328459090909,74.44960181818182,90.8832440909091,23.863636363636363,31.727272727272727,8.772727272727273,9.5,13.181818181818182,6.7272727272727275
Chelsea FCW,FA Women's Super League,2020/2021,22,58.70954725283529,25.980803628896034,18.5,7.409090909090909,2.9545454545454546,2.5569170427545456,589.9090909090909,14.5,71.86363636363636,81.1,66.73,83.09,0.13636363636363635,51.95454545454545,138.81614854545455,78.51818890909091,60.297959636363636,19.318181818181817,22.681818181818183,8.181818181818182,9.181818181818182,9.909090909090908,7.363636363636363
Reading WFC,FA Women's Super League,2020/2021,22,52.036883709264686,18.858643361150122,12.545454545454545,4.545454545454546,1.0909090909090908,1.2493206348954546,436.90909090909093,10.136363636363637,74.0909090909091,73.82,69.2,74.77,0.3181818181818182,55.68181818181818,168.83364227272725,78.88278168181819,89.95086059090909,22.227272727272727,29.545454545454547,9.727272727272727,10.227272727272727,13.409090909090908,7.409090909090909
Manchester United,FA Women's Super League,2020/2021,22,55.22837098641281,23.71286606947706,16.545454545454547,6.090909090909091,1.8636363636363635,1.8243034282681818,485.45454545454544,12.272727272727273,77.5,77.32,69.03,78.9,0.3181818181818182,55.81818181818182,158.71888322727273,83.60239209090909,75.11649113636363,20.681818181818183,25.90909090909091,9.409090909090908,10.727272727272727,10.5,6.7727272727272725
Birmingham City WFC,FA Women's Super League,2020/2021,21,34.52244498666159,10.802709916537438,5.333333333333333,1.9047619047619047,0.6190476190476191,0.5135249389380953,320.4761904761905,5.9523809523809526,60.19047619047619,64.23,59.49,65.33,0.047619047619047616,50.476190476190474,168.14375619047618,62.504715523809516,105.63904066666666,23.238095238095237,27.61904761904762,12.19047619047619,10.380952380952381,13.380952380952381,6.9523809523809526
Bristol City WFC,FA Women's Super League,2020/2021,22,34.053428422916106,12.162262259178396,8.227272727272727,3.1363636363636362,0.7727272727272727,0.7564842908136363,310.59090909090907,6.2727272727272725,55.40909090909091,62.99,58.24,64.02,0.18181818181818182,52.63636363636363,162.83570309090908,60.69280222727273,102.14290086363636,25.272727272727273,30.818181818181817,10.590909090909092,10.272727272727273,15.181818181818182,8.818181818181818
West Ham United LFC,FA Women's Super League,2020/2021,22,45.908399359199535,16.41482544962998,9.909090909090908,3.6818181818181817,0.8181818181818182,1.0048237271863636,400.0,11.818181818181818,60.22727272727273,67.95,59.7,69.42,0.22727272727272727,53.81818181818182,176.1403796818182,81.74020813636365,94.40017154545454,21.59090909090909,31.5,8.954545454545455,11.272727272727273,11.545454545454545,7.409090909090909
Everton LFC,FA Women's Super League,2020/2021,22,53.000688978869505,18.547372183712046,11.045454545454545,4.181818181818182,1.7272727272727273,1.3865304811818182,517.1363636363636,11.454545454545455,75.13636363636364,77.13,68.06,78.67,0.2727272727272727,52.36363636363637,161.8064239090909,78.7144074090909,83.0920165,20.181818181818183,25.59090909090909,8.363636363636363,11.0,11.909090909090908,7.5
Tottenham Hotspur Women,FA Women's Super League,2020/2021,21,48.36925577776561,17.0352047844093,9.0,3.238095238095238,0.7142857142857143,0.934754660047619,431.3333333333333,9.80952380952381,66.0952380952381,73.9,64.77,75.55,0.09523809523809523,54.666666666666664,154.91166847619047,74.32941138095237,80.58225709523809,20.047619047619047,26.0,10.19047619047619,11.761904761904763,11.19047619047619,6.523809523809524
Manchester City WFC,FA Women's Super League,2020/2021,22,67.9251700851832,30.444544053202094,18.545454545454547,7.136363636363637,2.6818181818181817,2.5523130177590905,648.8636363636364,16.40909090909091,78.54545454545455,84.81,76.16,86.0,0.13636363636363635,56.04545454545455,134.32344763636362,82.92936949999999,51.39407813636364,17.954545454545453,17.454545454545453,8.909090909090908,8.181818181818182,9.045454545454545,5.954545454545454
Sweden Women's,UEFA Women's Euro,2022,5,50.2293653383649,25.652481611529016,16.4,6.0,1.6,2.1096897194,451.8,14.8,69.4,74.15,65.13,75.78,0.0,55.0,128.92188879999998,81.2736976,47.6481912,17.6,12.0,8.2,10.0,7.4,8.0
Netherlands Women's,UEFA Women's Euro,2022,4,52.02409489231016,20.293226115924814,13.0,4.75,1.75,1.203018873425,511.75,10.25,64.25,80.65,70.04,82.18,0.0,52.0,160.7713865,69.591081,91.1803055,20.0,26.25,12.75,10.25,16.0,9.5
England Women's,UEFA Women's Euro,2022,6,58.210484907070935,26.20240258696686,16.333333333333332,7.0,3.3333333333333335,2.46153988205,554.6666666666666,15.5,70.16666666666667,81.19,71.26,82.63,0.3333333333333333,48.5,116.51148933333332,56.2156655,60.29582383333334,18.166666666666668,21.5,9.833333333333334,9.833333333333334,8.333333333333334,10.166666666666666
Northern Ireland,UEFA Women's Euro,2022,3,30.89169354826546,7.982968010457364,5.0,2.0,0.3333333333333333,0.28533756476666666,273.0,2.3333333333333335,37.0,67.77,47.75,70.9,0.0,41.333333333333336,145.61018533333336,48.82193633333333,96.78824900000001,20.333333333333332,25.0,8.666666666666666,8.0,10.666666666666666,10.333333333333334
Portugal Women's,UEFA Women's Euro,2022,3,50.27149465316136,19.97887967470566,10.666666666666666,5.0,1.3333333333333333,1.2226281640999999,383.6666666666667,12.333333333333334,44.666666666666664,75.07,64.93,76.4,0.0,55.333333333333336,102.43397699999998,39.98206666666667,62.45191033333333,22.666666666666668,20.0,13.0,10.333333333333334,8.333333333333334,10.666666666666666
France Women's,UEFA Women's Euro,2022,5,54.24312636948504,23.73397431465316,19.2,6.8,1.8,2.5049451135,551.6,16.6,60.6,81.98,73.27,83.05,0.2,62.2,115.5345834,61.7670852,53.7674982,17.2,16.0,10.6,7.0,8.0,12.2
Norway Women's,UEFA Women's Euro,2022,3,51.376535860612606,19.61510252925055,10.333333333333334,4.0,1.3333333333333333,1.2700604158333333,494.0,11.0,53.333333333333336,79.08,71.25,80.03,0.0,44.0,126.77780666666666,49.10982633333333,77.66798033333333,13.0,23.666666666666668,12.666666666666666,8.666666666666666,9.666666666666666,9.0
Germany Women's,UEFA Women's Euro,2022,6,52.89463596881907,21.521037113163185,17.166666666666668,5.666666666666667,2.1666666666666665,1.9054554345000003,492.5,14.166666666666666,64.33333333333333,75.91,67.36,77.19,0.6666666666666666,56.5,130.54186516666667,63.631497333333336,66.91036783333334,23.5,22.833333333333332,9.166666666666666,14.5,12.666666666666666,10.166666666666666
Iceland Women's,UEFA Women's Euro,2022,3,39.61947523456597,13.616827547272486,10.666666666666666,2.6666666666666665,1.0,1.6201820630000003,335.0,8.333333333333334,71.66666666666667,64.08,60.93,64.94,0.3333333333333333,48.666666666666664,152.03948400000002,73.12122533333333,78.91825866666666,20.333333333333332,26.666666666666668,5.666666666666667,12.333333333333334,10.0,14.333333333333334
Denmark Women's,UEFA Women's Euro,2022,3,39.98284491947705,16.40380727601328,10.333333333333334,3.3333333333333335,0.3333333333333333,1.2316932833333332,400.6666666666667,11.0,46.333333333333336,70.13,53.96,72.25,0.6666666666666666,49.333333333333336,119.27396333333333,41.02306666666667,78.25089666666668,18.333333333333332,19.333333333333332,11.0,9.666666666666666,7.666666666666667,15.0
WNT Finland,UEFA Women's Euro,2022,3,33.59744059435317,10.136949164125017,4.0,1.3333333333333333,0.3333333333333333,0.22864019686666667,346.6666666666667,3.0,79.0,70.29,67.93,70.98,0.0,45.666666666666664,130.00695066666665,49.93265366666666,80.074297,33.333333333333336,29.666666666666668,12.666666666666666,9.333333333333334,12.333333333333334,12.666666666666666
Belgium Women's,UEFA Women's Euro,2022,4,45.29296907174327,13.102442955378306,5.5,2.5,0.75,0.5313122975,448.0,8.0,60.75,74.55,64.2,76.18,0.0,44.25,138.4013745,56.6249575,81.776417,24.0,31.75,10.75,8.75,12.25,9.75
Italy Women's,UEFA Women's Euro,2022,3,55.90081358925011,23.533545943388248,16.333333333333332,5.333333333333333,0.6666666666666666,1.0670188564,474.6666666666667,16.666666666666668,64.33333333333333,78.09,70.98,79.2,0.0,71.0,133.417197,64.85390533333333,68.56329166666666,24.333333333333332,15.333333333333334,7.666666666666667,9.666666666666666,10.666666666666666,10.333333333333334
Switzerland Women's,UEFA Women's Euro,2022,3,44.73403351785354,13.321271936659805,7.666666666666667,3.3333333333333335,1.3333333333333333,0.6725085989999999,427.6666666666667,8.333333333333334,60.333333333333336,73.89,62.43,75.77,0.0,57.0,146.6827023333333,39.36699066666667,107.31571166666667,24.0,17.666666666666668,9.0,12.0,12.333333333333334,9.666666666666666
Austria Women's,UEFA Women's Euro,2022,4,46.722325849528744,18.89474483002876,13.25,5.75,0.75,0.8601269478999999,393.25,11.5,48.25,69.68,58.55,71.23,0.25,64.0,100.04310025,46.317145499999995,53.72595475,20.5,21.25,7.5,10.0,8.5,9.75
Spain Women's,UEFA Women's Euro,2022,4,70.12586713993646,36.497417675954075,19.0,6.0,1.5,1.4310830525,730.75,21.0,70.25,84.71,80.07,85.2,0.25,58.25,101.442003,55.52862375,45.91337925,20.25,21.0,9.5,9.75,7.75,6.0
